Date,Product Name,Category,Quantity Sold,Price per Unit,Total Revenue,Cost Price per Unit
2024-04-27,Clarithromycin,Medicine,2,375.57,751.14,69.74
2024-01-07,Metformin,Medicine,9,319.74,2877.66,7.8
2023-09-23,Antacid,Medicine,3,25.0,75.0,14.71
2023-10-09,Sunscreen,Hygiene,8,150.0,1200.0,118.74
2023-03-22,Cough Syrup,Medicine,6,80.0,480.0,67.26
2021-10-10,Face Mask,Hygiene,3,15.0,45.0,12.95
2023-05-08,Ibuprofen,Medicine,3,20.0,60.0,14.49
2022-11-01,Cough Syrup,Medicine,8,80.0,640.0,61.19
2022-02-18,Antacid,Medicine,6,25.0,150.0,20.59
2024-06-07,Warfarin,Medicine,6,66.24,397.44,184.65
2023-05-12,Sunscreen,Hygiene,1,150.0,150.0,85.98
2023-09-20,Multivitamin,Wellness,1,50.0,50.0,42.43
2022-04-28,Ibuprofen,Medicine,2,20.0,40.0,16.06
2024-12-23,Antacid,Medicine,6,40.86,245.16,69.2
2021-09-06,Deodorant,Hygiene,8,200.0,1600.0,160.56
2024-11-09,Gliclazide,Medicine,1,262.4,262.4,221.17
2022-10-15,Cough Syrup,Medicine,7,80.0,560.0,41.37
2022-07-21,Paracetamol,Medicine,2,10.0,20.0,8.31
2023-08-04,Cough Syrup,Medicine,6,80.0,480.0,65.69
2021-07-07,Ibuprofen,Medicine,10,20.0,200.0,16.7
2021-08-24,Sunscreen,Hygiene,10,150.0,1500.0,101.63
2023-12-26,Cough Syrup,Medicine,4,80.0,320.0,70.81
2023-11-22,Antacid,Medicine,10,25.0,250.0,15.11
2022-10-18,Protein Powder,Wellness,5,500.0,2500.0,389.87
2021-11-01,Deodorant,Hygiene,2,200.0,400.0,166.56
2021-12-08,Protein Powder,Wellness,6,500.0,3000.0,433.97
2022-02-08,Face Mask,Hygiene,4,15.0,60.0,8.57
2023-04-13,Ibuprofen,Medicine,9,20.0,180.0,16.08
2023-11-25,Deodorant,Hygiene,4,200.0,800.0,148.83
2022-01-16,Cough Syrup,Medicine,9,80.0,720.0,69.1
2024-03-25,Lisinopril,Medicine,1,401.93,401.93,100.6
2024-10-04,Toothpaste,Hygiene,2,81.02,162.04,249.98
2023-09-30,Hand Sanitizer,Hygiene,9,100.0,900.0,88.85
2024-11-08,Warfarin,Medicine,5,66.24,331.2,184.65
2021-06-11,Cough Syrup,Medicine,6,80.0,480.0,42.96
2021-09-30,Antacid,Medicine,9,25.0,225.0,20.38
2021-03-30,Paracetamol,Medicine,3,10.0,30.0,6.35
2022-08-18,Hand Sanitizer,Hygiene,7,100.0,700.0,75.08
2021-10-18,Cough Syrup,Medicine,5,80.0,400.0,53.16
2024-06-04,Lamotrigine,Medicine,4,320.14,1280.56,149.66
2024-06-15,Warfarin,Medicine,7,66.24,463.68,184.65
2022-11-23,Hand Sanitizer,Hygiene,1,100.0,100.0,84.6
2024-12-13,Protein Powder,Wellness,1,114.35,114.35,141.55
2022-07-06,Ibuprofen,Medicine,5,20.0,100.0,14.49
2023-12-09,Antacid,Medicine,3,25.0,75.0,17.04
2022-02-10,Protein Powder,Wellness,1,500.0,500.0,431.48
2023-06-29,Paracetamol,Medicine,3,10.0,30.0,7.16
2022-04-02,Antacid,Medicine,4,25.0,100.0,13.42
2022-09-27,Antacid,Medicine,3,25.0,75.0,21.89
2021-06-21,Protein Powder,Wellness,5,500.0,2500.0,418.49
2023-04-02,Ibuprofen,Medicine,5,20.0,100.0,11.66
2021-11-30,Paracetamol,Medicine,7,10.0,70.0,5.56
2021-01-05,Ibuprofen,Medicine,2,20.0,40.0,15.57
2023-06-19,Multivitamin,Wellness,6,50.0,300.0,38.8
2024-04-12,Salbutamol,Medicine,6,369.3,2215.8,161.82
2022-10-03,Antacid,Medicine,5,25.0,125.0,16.83
2023-03-20,Cough Syrup,Medicine,3,80.0,240.0,48.3
2022-05-09,Protein Powder,Wellness,10,500.0,5000.0,395.83
2024-08-15,Paracetamol,Medicine,3,294.5,883.5,206.24
2021-02-20,Protein Powder,Wellness,6,500.0,3000.0,290.18
2022-01-27,Ibuprofen,Medicine,1,20.0,20.0,16.46
2024-04-12,Sunscreen,Hygiene,2,176.57,353.14,79.85
2022-10-18,Ibuprofen,Medicine,6,20.0,120.0,10.03
2023-01-19,Cough Syrup,Medicine,5,80.0,400.0,41.92
2023-10-31,Multivitamin,Wellness,6,50.0,300.0,31.45
2023-12-26,Paracetamol,Medicine,1,10.0,10.0,6.48
2023-12-08,Multivitamin,Wellness,7,50.0,350.0,32.6
2024-08-13,Paracetamol,Medicine,2,294.5,589.0,206.24
2021-10-23,Face Mask,Hygiene,1,15.0,15.0,9.54
2023-04-23,Face Mask,Hygiene,5,15.0,75.0,9.31
2023-12-03,Hand Sanitizer,Hygiene,3,100.0,300.0,50.87
2024-11-10,Aspirin,Medicine,3,143.77,431.31000000000006,283.6
2023-08-29,Cough Syrup,Medicine,1,80.0,80.0,68.44
2022-03-23,Cough Syrup,Medicine,4,80.0,320.0,51.08
2022-07-19,Multivitamin,Wellness,9,50.0,450.0,25.27
2021-05-26,Deodorant,Hygiene,6,200.0,1200.0,135.06
2024-02-02,Budesonide,Medicine,5,78.76,393.8,193.42
2023-05-17,Sunscreen,Hygiene,3,150.0,450.0,111.34
2023-01-26,Sunscreen,Hygiene,6,150.0,900.0,77.74
2022-01-21,Cough Syrup,Medicine,1,80.0,80.0,65.36
2023-02-01,Sunscreen,Hygiene,1,150.0,150.0,99.29
2021-06-01,Sunscreen,Hygiene,8,150.0,1200.0,123.34
2024-02-12,Shampoo,Hygiene,1,170.51,170.51,289.7
2021-10-05,Antacid,Medicine,2,25.0,50.0,22.41
2022-11-10,Face Mask,Hygiene,3,15.0,45.0,12.44
2024-08-03,Simvastatin,Medicine,1,271.24,271.24,203.56
2022-10-19,Hand Sanitizer,Hygiene,4,100.0,400.0,72.2
2021-06-29,Deodorant,Hygiene,7,200.0,1400.0,122.33
2021-04-25,Deodorant,Hygiene,9,200.0,1800.0,129.23
2021-07-11,Cough Syrup,Medicine,2,80.0,160.0,58.32
2024-02-23,Warfarin,Medicine,10,66.24,662.4,184.65
2024-02-20,Pantoprazole,Medicine,2,25.85,51.7,72.35
2021-10-27,Ibuprofen,Medicine,8,20.0,160.0,16.82
2023-05-09,Face Mask,Hygiene,8,15.0,120.0,10.77
2021-10-13,Antacid,Medicine,1,25.0,25.0,19.34
2022-12-14,Ibuprofen,Medicine,2,20.0,40.0,16.96
2021-12-29,Ibuprofen,Medicine,6,20.0,120.0,14.45
2024-04-29,Paracetamol,Medicine,3,294.5,883.5,206.24
2024-04-02,Omeprazole,Medicine,2,448.97,897.94,38.33
2021-01-03,Hand Sanitizer,Hygiene,8,100.0,800.0,87.12
2023-09-20,Sunscreen,Hygiene,8,150.0,1200.0,121.87
2023-02-14,Face Mask,Hygiene,6,15.0,90.0,10.59
2024-11-02,Gliclazide,Medicine,1,262.4,262.4,221.17
2024-02-21,Clopidogrel,Medicine,9,315.78,2842.0199999999995,223.85
2022-06-15,Cough Syrup,Medicine,3,80.0,240.0,63.87
2024-02-14,Atorvastatin,Medicine,9,208.92,1880.28,133.07
2024-07-04,Doxycycline,Medicine,7,336.84,2357.88,249.52
2021-10-21,Ibuprofen,Medicine,6,20.0,120.0,16.79
2023-03-10,Cough Syrup,Medicine,5,80.0,400.0,60.12
2021-04-23,Multivitamin,Wellness,9,50.0,450.0,43.55
2021-08-30,Hand Sanitizer,Hygiene,4,100.0,400.0,88.08
2023-08-01,Hand Sanitizer,Hygiene,3,100.0,300.0,82.97
2024-02-16,Omeprazole,Medicine,6,448.97,2693.82,38.33
2023-04-29,Protein Powder,Wellness,1,500.0,500.0,436.86
2022-09-08,Cough Syrup,Medicine,9,80.0,720.0,40.72
2024-07-29,Hydroxyzine,Medicine,9,128.61,1157.4900000000002,100.47
2023-02-02,Paracetamol,Medicine,7,10.0,70.0,5.68
2022-06-21,Cough Syrup,Medicine,7,80.0,560.0,67.33
2021-10-12,Antacid,Medicine,3,25.0,75.0,21.82
2023-06-19,Ibuprofen,Medicine,8,20.0,160.0,15.64
2022-10-26,Cough Syrup,Medicine,4,80.0,320.0,58.18
2023-04-17,Paracetamol,Medicine,2,10.0,20.0,5.71
2022-10-03,Hand Sanitizer,Hygiene,4,100.0,400.0,83.96
2023-05-06,Hand Sanitizer,Hygiene,7,100.0,700.0,65.6
2024-02-20,Fexofenadine,Medicine,5,296.12,1480.6,261.79
2023-11-23,Multivitamin,Wellness,10,50.0,500.0,33.39
2023-10-20,Protein Powder,Wellness,3,500.0,1500.0,411.77
2021-06-24,Multivitamin,Wellness,7,50.0,350.0,42.23
2024-11-03,Gliclazide,Medicine,9,262.4,2361.6,221.17
2023-10-03,Protein Powder,Wellness,3,500.0,1500.0,309.63
2021-07-14,Sunscreen,Hygiene,1,150.0,150.0,125.35
2021-01-08,Ibuprofen,Medicine,1,20.0,20.0,17.82
2023-01-16,Ibuprofen,Medicine,2,20.0,40.0,10.18
2024-01-11,Doxycycline,Medicine,5,336.84,1684.1999999999998,249.52
2024-11-18,Simvastatin,Medicine,3,271.24,813.72,203.56
2021-07-23,Ibuprofen,Medicine,4,20.0,80.0,17.04
2022-12-29,Ibuprofen,Medicine,3,20.0,60.0,13.77
2023-11-23,Cough Syrup,Medicine,7,80.0,560.0,61.14
2022-07-17,Sunscreen,Hygiene,7,150.0,1050.0,97.33
2021-02-06,Face Mask,Hygiene,2,15.0,30.0,7.69
2022-08-25,Face Mask,Hygiene,7,15.0,105.0,8.4
2024-11-03,Deodorant,Hygiene,10,141.21,1412.1,115.99
2022-08-21,Cough Syrup,Medicine,3,80.0,240.0,67.62
2022-11-26,Protein Powder,Wellness,8,500.0,4000.0,302.84
2023-05-24,Cough Syrup,Medicine,6,80.0,480.0,52.74
2023-05-05,Paracetamol,Medicine,9,10.0,90.0,5.66
2021-12-11,Cough Syrup,Medicine,10,80.0,800.0,52.54
2021-09-06,Paracetamol,Medicine,3,10.0,30.0,7.4
2021-10-01,Protein Powder,Wellness,4,500.0,2000.0,386.94
2024-08-09,Sunscreen,Hygiene,10,176.57,1765.6999999999998,79.85
2023-10-16,Protein Powder,Wellness,9,500.0,4500.0,275.15
2021-08-25,Face Mask,Hygiene,9,15.0,135.0,8.1
2021-11-30,Deodorant,Hygiene,3,200.0,600.0,145.25
2024-03-13,Gabapentin,Medicine,1,117.3,117.3,168.93
2023-10-16,Antacid,Medicine,1,25.0,25.0,14.68
2023-05-16,Face Mask,Hygiene,1,15.0,15.0,8.62
2024-02-17,Erythromycin,Medicine,7,45.49,318.43,230.37
2022-12-04,Multivitamin,Wellness,6,50.0,300.0,44.6
2021-07-29,Deodorant,Hygiene,1,200.0,200.0,131.79
2022-04-23,Sunscreen,Hygiene,7,150.0,1050.0,78.03
2024-09-15,Diclofenac,Medicine,6,389.23,2335.38,125.73
2024-09-02,Atorvastatin,Medicine,5,208.92,1044.6,133.07
2024-07-22,Fluconazole,Medicine,10,386.74,3867.4,249.26
2021-01-08,Sunscreen,Hygiene,7,150.0,1050.0,115.79
2024-02-21,Lamotrigine,Medicine,1,320.14,320.14,149.66
2021-09-06,Multivitamin,Wellness,3,50.0,150.0,28.57
2021-11-24,Paracetamol,Medicine,8,10.0,80.0,7.38
2021-02-21,Paracetamol,Medicine,7,10.0,70.0,8.13
2023-01-19,Ibuprofen,Medicine,3,20.0,60.0,17.57
2023-05-02,Ibuprofen,Medicine,4,20.0,80.0,13.09
2024-01-29,Shampoo,Hygiene,4,170.51,682.04,289.7
2023-06-27,Hand Sanitizer,Hygiene,8,100.0,800.0,60.38
2021-02-26,Sunscreen,Hygiene,4,150.0,600.0,81.43
2023-09-09,Multivitamin,Wellness,7,50.0,350.0,27.26
2021-07-21,Sunscreen,Hygiene,8,150.0,1200.0,129.45
2023-07-08,Hand Sanitizer,Hygiene,1,100.0,100.0,66.06
2024-04-11,Shampoo,Hygiene,2,170.51,341.02,289.7
2023-10-09,Hand Sanitizer,Hygiene,1,100.0,100.0,75.55
2021-12-05,Cough Syrup,Medicine,2,80.0,160.0,67.04
2022-05-15,Sunscreen,Hygiene,7,150.0,1050.0,107.67
2022-01-19,Cough Syrup,Medicine,7,80.0,560.0,70.18
2022-03-28,Paracetamol,Medicine,3,10.0,30.0,7.06
2022-06-27,Ibuprofen,Medicine,10,20.0,200.0,13.62
2022-11-04,Protein Powder,Wellness,4,500.0,2000.0,406.06
2021-07-10,Deodorant,Hygiene,1,200.0,200.0,154.49
2022-05-21,Sunscreen,Hygiene,7,150.0,1050.0,92.72
2024-05-15,Levothyroxine,Medicine,7,271.21,1898.47,97.91
2023-02-07,Hand Sanitizer,Hygiene,2,100.0,200.0,63.0
2024-12-29,Fluconazole,Medicine,1,386.74,386.74,249.26
2022-08-12,Face Mask,Hygiene,2,15.0,30.0,9.3
2024-01-19,Sunscreen,Hygiene,6,176.57,1059.42,79.85
2023-05-25,Antacid,Medicine,1,25.0,25.0,19.27
2022-01-05,Sunscreen,Hygiene,1,150.0,150.0,84.55
2022-12-13,Ibuprofen,Medicine,8,20.0,160.0,13.47
2023-01-20,Hand Sanitizer,Hygiene,3,100.0,300.0,75.57
2022-04-19,Face Mask,Hygiene,8,15.0,120.0,8.11
2021-12-01,Sunscreen,Hygiene,6,150.0,900.0,93.5
2021-05-31,Face Mask,Hygiene,6,15.0,90.0,13.41
2021-07-19,Face Mask,Hygiene,3,15.0,45.0,13.01
2021-02-16,Protein Powder,Wellness,4,500.0,2000.0,406.72
2021-01-10,Ibuprofen,Medicine,1,20.0,20.0,13.62
2022-11-20,Sunscreen,Hygiene,3,150.0,450.0,115.59
2023-11-23,Paracetamol,Medicine,2,10.0,20.0,6.38
2022-11-04,Paracetamol,Medicine,4,10.0,40.0,7.35
2023-06-13,Paracetamol,Medicine,4,10.0,40.0,5.45
2023-11-21,Antacid,Medicine,5,25.0,125.0,17.0
2021-10-08,Paracetamol,Medicine,8,10.0,80.0,5.77
2022-10-18,Deodorant,Hygiene,7,200.0,1400.0,148.1
2024-06-12,Azithromycin,Medicine,6,207.22,1243.32,176.34
2021-01-15,Hand Sanitizer,Hygiene,3,100.0,300.0,74.17
2022-06-05,Face Mask,Hygiene,9,15.0,135.0,10.25
2023-03-13,Hand Sanitizer,Hygiene,2,100.0,200.0,70.35
2022-08-20,Face Mask,Hygiene,6,15.0,90.0,9.86
2022-06-09,Antacid,Medicine,5,25.0,125.0,21.06
2024-06-17,Calcium Tablets,Wellness,1,65.53,65.53,34.42
2021-11-18,Paracetamol,Medicine,5,10.0,50.0,7.53
2024-12-22,Prednisolone,Medicine,9,475.12,4276.08,196.15
2023-02-03,Multivitamin,Wellness,7,50.0,350.0,30.26
2023-07-04,Sunscreen,Hygiene,1,150.0,150.0,122.07
2022-10-11,Deodorant,Hygiene,6,200.0,1200.0,109.84
2022-06-27,Hand Sanitizer,Hygiene,7,100.0,700.0,76.27
2023-03-05,Hand Sanitizer,Hygiene,10,100.0,1000.0,83.16
2021-08-16,Antacid,Medicine,4,25.0,100.0,17.68
2024-10-30,Budesonide,Medicine,8,78.76,630.08,193.42
2021-05-26,Hand Sanitizer,Hygiene,4,100.0,400.0,53.4
2023-02-28,Paracetamol,Medicine,6,10.0,60.0,8.84
2022-09-13,Multivitamin,Wellness,7,50.0,350.0,32.55
2021-10-03,Protein Powder,Wellness,5,500.0,2500.0,381.85
2023-06-21,Multivitamin,Wellness,5,50.0,250.0,39.66
2023-03-18,Deodorant,Hygiene,7,200.0,1400.0,143.05
2022-05-10,Hand Sanitizer,Hygiene,2,100.0,200.0,78.72
2021-08-16,Ibuprofen,Medicine,7,20.0,140.0,16.47
2021-01-01,Antacid,Medicine,10,25.0,250.0,13.19
2021-11-19,Hand Sanitizer,Hygiene,10,100.0,1000.0,63.89
2022-02-10,Face Mask,Hygiene,1,15.0,15.0,9.12
2023-02-10,Sunscreen,Hygiene,4,150.0,600.0,78.05
2023-07-10,Protein Powder,Wellness,10,500.0,5000.0,374.64
2023-02-21,Deodorant,Hygiene,7,200.0,1400.0,110.31
2022-08-12,Protein Powder,Wellness,1,500.0,500.0,410.08
2022-01-30,Cough Syrup,Medicine,9,80.0,720.0,45.07
2022-02-21,Multivitamin,Wellness,7,50.0,350.0,44.23
2023-02-14,Protein Powder,Wellness,1,500.0,500.0,286.54
2024-10-14,Doxycycline,Medicine,10,336.84,3368.4,249.52
2023-04-25,Hand Sanitizer,Hygiene,9,100.0,900.0,60.67
2023-03-25,Ibuprofen,Medicine,7,20.0,140.0,13.23
2021-05-30,Sunscreen,Hygiene,9,150.0,1350.0,120.26
2022-04-08,Cough Syrup,Medicine,10,80.0,800.0,46.4
2022-02-28,Ibuprofen,Medicine,5,20.0,100.0,17.57
2023-03-10,Paracetamol,Medicine,6,10.0,60.0,5.1
2022-04-23,Deodorant,Hygiene,4,200.0,800.0,121.43
2022-06-16,Hand Sanitizer,Hygiene,9,100.0,900.0,81.48
2024-07-17,Ibuprofen,Medicine,3,304.47,913.41,53.87
2021-08-08,Protein Powder,Wellness,4,500.0,2000.0,339.73
2024-12-15,Fish Oil,Wellness,9,127.34,1146.06,29.83
2024-08-17,Shampoo,Hygiene,7,170.51,1193.57,289.7
2023-12-28,Sunscreen,Hygiene,9,150.0,1350.0,76.5
2022-12-19,Hand Sanitizer,Hygiene,2,100.0,200.0,86.94
2021-01-11,Deodorant,Hygiene,9,200.0,1800.0,168.7
2021-04-18,Sunscreen,Hygiene,4,150.0,600.0,132.02
2021-03-15,Deodorant,Hygiene,1,200.0,200.0,175.62
2024-06-10,Ranitidine,Medicine,1,293.37,293.37,20.6
2021-09-19,Paracetamol,Medicine,3,10.0,30.0,5.97
2024-12-08,Cough Syrup,Medicine,4,199.94,799.76,240.66
2021-10-11,Sunscreen,Hygiene,3,150.0,450.0,114.4
2022-03-29,Face Mask,Hygiene,4,15.0,60.0,12.08
2023-09-06,Ibuprofen,Medicine,2,20.0,40.0,11.65
2023-03-18,Hand Sanitizer,Hygiene,4,100.0,400.0,74.36
2021-06-18,Sunscreen,Hygiene,10,150.0,1500.0,112.75
2023-09-22,Antacid,Medicine,4,25.0,100.0,13.76
2021-10-21,Protein Powder,Wellness,4,500.0,2000.0,346.49
2023-08-29,Antacid,Medicine,8,25.0,200.0,17.19
2024-10-09,Warfarin,Medicine,6,66.24,397.44,184.65
2022-03-08,Sunscreen,Hygiene,6,150.0,900.0,108.88
2024-01-31,Calcium Tablets,Wellness,5,65.53,327.65,34.42
2021-12-21,Multivitamin,Wellness,9,50.0,450.0,37.47
2023-05-02,Ibuprofen,Medicine,10,20.0,200.0,15.33
2024-03-02,Gliclazide,Medicine,6,262.4,1574.4,221.17
2021-05-15,Protein Powder,Wellness,8,500.0,4000.0,430.77
2023-08-19,Antacid,Medicine,8,25.0,200.0,17.4
2023-10-27,Cough Syrup,Medicine,1,80.0,80.0,42.43
2022-03-25,Cough Syrup,Medicine,9,80.0,720.0,49.07
2022-01-06,Antacid,Medicine,6,25.0,150.0,22.37
2023-11-18,Protein Powder,Wellness,9,500.0,4500.0,386.27
2021-08-22,Face Mask,Hygiene,5,15.0,75.0,9.52
2023-06-27,Paracetamol,Medicine,1,10.0,10.0,5.36
2023-09-09,Cough Syrup,Medicine,10,80.0,800.0,49.57
2021-11-13,Face Mask,Hygiene,6,15.0,90.0,8.33
2021-09-01,Face Mask,Hygiene,1,15.0,15.0,10.3
2023-09-13,Deodorant,Hygiene,7,200.0,1400.0,158.26
2023-06-01,Multivitamin,Wellness,4,50.0,200.0,33.35
2022-01-27,Protein Powder,Wellness,9,500.0,4500.0,266.65
2024-03-22,Levothyroxine,Medicine,3,271.21,813.6299999999999,97.91
2022-03-26,Ibuprofen,Medicine,9,20.0,180.0,17.8
2021-02-16,Sunscreen,Hygiene,4,150.0,600.0,78.86
2022-10-22,Sunscreen,Hygiene,1,150.0,150.0,130.28
2021-06-25,Face Mask,Hygiene,2,15.0,30.0,7.67
2023-08-06,Hand Sanitizer,Hygiene,1,100.0,100.0,54.74
2021-07-23,Antacid,Medicine,6,25.0,150.0,15.92
2021-02-26,Ibuprofen,Medicine,2,20.0,40.0,17.09
2022-04-20,Hand Sanitizer,Hygiene,7,100.0,700.0,85.21
2024-03-19,Lamotrigine,Medicine,2,320.14,640.28,149.66
2023-11-25,Hand Sanitizer,Hygiene,1,100.0,100.0,70.09
2023-06-19,Face Mask,Hygiene,8,15.0,120.0,9.44
2024-04-16,Deodorant,Hygiene,10,141.21,1412.1,115.99
2022-08-13,Protein Powder,Wellness,2,500.0,1000.0,288.23
2024-05-15,Shampoo,Hygiene,8,170.51,1364.08,289.7
2022-09-04,Multivitamin,Wellness,4,50.0,200.0,25.0
2022-02-24,Sunscreen,Hygiene,2,150.0,300.0,81.63
2022-04-11,Antacid,Medicine,6,25.0,150.0,15.47
2024-08-11,Protein Powder,Wellness,8,114.35,914.8,141.55
2024-06-08,Lisinopril,Medicine,7,401.93,2813.51,100.6
2023-03-14,Ibuprofen,Medicine,6,20.0,120.0,10.69
2021-05-25,Protein Powder,Wellness,10,500.0,5000.0,415.83
2023-04-29,Deodorant,Hygiene,7,200.0,1400.0,125.76
2021-08-28,Ibuprofen,Medicine,5,20.0,100.0,11.71
2022-11-23,Hand Sanitizer,Hygiene,9,100.0,900.0,75.7
2024-01-28,Warfarin,Medicine,10,66.24,662.4,184.65
2022-05-23,Multivitamin,Wellness,10,50.0,500.0,42.73
2024-08-16,Toothpaste,Hygiene,10,81.02,810.1999999999999,249.98
2022-11-11,Antacid,Medicine,7,25.0,175.0,14.14
2021-01-08,Hand Sanitizer,Hygiene,1,100.0,100.0,60.28
2021-03-28,Hand Sanitizer,Hygiene,7,100.0,700.0,51.43
2024-07-07,Aspirin,Medicine,8,143.77,1150.16,283.6
2021-06-24,Sunscreen,Hygiene,8,150.0,1200.0,93.23
2024-10-30,Toothpaste,Hygiene,2,81.02,162.04,249.98
2021-02-20,Protein Powder,Wellness,5,500.0,2500.0,256.24
2022-01-06,Multivitamin,Wellness,2,50.0,100.0,28.15
2021-05-01,Multivitamin,Wellness,5,50.0,250.0,30.57
2021-05-19,Face Mask,Hygiene,10,15.0,150.0,12.05
2024-07-02,Sunscreen,Hygiene,1,176.57,176.57,79.85
2023-09-05,Deodorant,Hygiene,5,200.0,1000.0,168.65
2022-01-04,Hand Sanitizer,Hygiene,8,100.0,800.0,79.47
2022-06-13,Deodorant,Hygiene,3,200.0,600.0,114.93
2021-01-23,Deodorant,Hygiene,2,200.0,400.0,174.41
2022-05-05,Hand Sanitizer,Hygiene,7,100.0,700.0,75.6
2022-01-16,Hand Sanitizer,Hygiene,3,100.0,300.0,61.94
2022-11-19,Protein Powder,Wellness,1,500.0,500.0,428.16
2023-12-17,Hand Sanitizer,Hygiene,5,100.0,500.0,63.61
2022-07-15,Ibuprofen,Medicine,10,20.0,200.0,10.85
2022-12-26,Ibuprofen,Medicine,9,20.0,180.0,14.65
2024-09-21,Losartan,Medicine,9,405.07,3645.63,242.57
2023-07-21,Ibuprofen,Medicine,6,20.0,120.0,12.42
2024-12-21,Erythromycin,Medicine,2,45.49,90.98,230.37
2024-07-06,Budesonide,Medicine,9,78.76,708.84,193.42
2023-01-07,Multivitamin,Wellness,6,50.0,300.0,40.68
2024-05-02,Erythromycin,Medicine,4,45.49,181.96,230.37
2022-02-20,Antacid,Medicine,10,25.0,250.0,15.91
2024-11-03,Hand Sanitizer,Hygiene,10,109.07,1090.6999999999998,64.49
2024-01-28,Paracetamol,Medicine,8,294.5,2356.0,206.24
2022-12-02,Hand Sanitizer,Hygiene,8,100.0,800.0,82.58
2024-09-15,Lisinopril,Medicine,1,401.93,401.93,100.6
2022-06-30,Protein Powder,Wellness,2,500.0,1000.0,314.92
2021-05-10,Antacid,Medicine,6,25.0,150.0,21.39
2024-09-09,Erythromycin,Medicine,1,45.49,45.49,230.37
2024-05-12,Montelukast,Medicine,5,197.01,985.05,289.86
2021-09-06,Multivitamin,Wellness,3,50.0,150.0,38.79
2021-08-19,Cough Syrup,Medicine,7,80.0,560.0,47.02
2022-02-23,Sunscreen,Hygiene,4,150.0,600.0,78.0
2021-02-23,Ibuprofen,Medicine,3,20.0,60.0,12.45
2021-09-12,Protein Powder,Wellness,1,500.0,500.0,312.35
2024-11-16,Hand Sanitizer,Hygiene,5,109.07,545.3499999999999,64.49
2024-07-07,Levothyroxine,Medicine,7,271.21,1898.47,97.91
2022-07-15,Ibuprofen,Medicine,4,20.0,80.0,17.31
2024-08-09,Diclofenac,Medicine,2,389.23,778.46,125.73
2021-11-26,Multivitamin,Wellness,6,50.0,300.0,41.06
2022-02-13,Sunscreen,Hygiene,9,150.0,1350.0,98.04
2022-03-08,Ibuprofen,Medicine,6,20.0,120.0,14.72
2021-01-17,Ibuprofen,Medicine,9,20.0,180.0,13.9
2021-07-06,Cough Syrup,Medicine,2,80.0,160.0,43.92
2024-04-21,Omeprazole,Medicine,1,448.97,448.97,38.33
2023-04-24,Hand Sanitizer,Hygiene,8,100.0,800.0,87.02
2024-11-24,Pantoprazole,Medicine,10,25.85,258.5,72.35
2024-04-24,Fluconazole,Medicine,2,386.74,773.48,249.26
2022-05-19,Hand Sanitizer,Hygiene,8,100.0,800.0,71.44
2024-09-02,Fluconazole,Medicine,4,386.74,1546.96,249.26
2022-07-28,Multivitamin,Wellness,6,50.0,300.0,26.42
2022-11-13,Deodorant,Hygiene,10,200.0,2000.0,177.09
2022-11-24,Sunscreen,Hygiene,1,150.0,150.0,87.63
2022-11-22,Cough Syrup,Medicine,2,80.0,160.0,59.18
2023-02-02,Multivitamin,Wellness,10,50.0,500.0,35.42
2022-08-24,Hand Sanitizer,Hygiene,6,100.0,600.0,70.78
2024-06-15,Gabapentin,Medicine,6,117.3,703.8,168.93
2024-04-12,Clopidogrel,Medicine,6,315.78,1894.68,223.85
2024-02-02,Gliclazide,Medicine,5,262.4,1312.0,221.17
2021-01-12,Ibuprofen,Medicine,2,20.0,40.0,11.86
2024-11-12,Diclofenac,Medicine,7,389.23,2724.61,125.73
2021-05-04,Antacid,Medicine,4,25.0,100.0,17.31
2021-03-24,Sunscreen,Hygiene,4,150.0,600.0,80.67
2022-05-27,Cough Syrup,Medicine,9,80.0,720.0,42.3
2023-02-17,Paracetamol,Medicine,6,10.0,60.0,8.86
2023-02-15,Deodorant,Hygiene,8,200.0,1600.0,150.13
2021-04-27,Protein Powder,Wellness,7,500.0,3500.0,328.06
2021-02-12,Antacid,Medicine,6,25.0,150.0,21.23
2021-03-09,Ibuprofen,Medicine,10,20.0,200.0,11.65
2023-03-24,Face Mask,Hygiene,7,15.0,105.0,10.54
2022-01-20,Sunscreen,Hygiene,7,150.0,1050.0,112.07
2023-08-15,Sunscreen,Hygiene,4,150.0,600.0,90.3
2022-08-21,Ibuprofen,Medicine,8,20.0,160.0,10.91
2024-07-14,Zinc Tablets,Wellness,10,427.14,4271.4,118.87
2022-01-28,Antacid,Medicine,8,25.0,200.0,19.67
2022-01-09,Protein Powder,Wellness,1,500.0,500.0,339.35
2023-11-24,Antacid,Medicine,8,25.0,200.0,12.66
2021-04-16,Face Mask,Hygiene,9,15.0,135.0,13.29
2021-05-17,Multivitamin,Wellness,1,50.0,50.0,41.32
2023-02-26,Sunscreen,Hygiene,9,150.0,1350.0,128.08
2023-06-18,Paracetamol,Medicine,5,10.0,50.0,8.15
2021-04-30,Paracetamol,Medicine,3,10.0,30.0,7.75
2023-07-29,Deodorant,Hygiene,3,200.0,600.0,176.83
2023-05-27,Deodorant,Hygiene,2,200.0,400.0,154.74
2023-01-03,Antacid,Medicine,7,25.0,175.0,14.36
2023-01-18,Deodorant,Hygiene,1,200.0,200.0,165.46
